class,adjacent to,bearer of,composed primarily of,contained in,derives from,derives into,existence starts during or after,formed as result of,functionally related to,has characteristic,has developmental contribution from,has function,has increased levels of,has part,has quality,has role,http://www.w3.org/2000/01/rdf-schema#subClassOf,located in,mereotopologically related to,output of,overlaps,part of,partially surrounded by,participates in,relation between physical entity and a process or stage,surrounded by
ENVO_01001847,,,water ice crystal,,,,,desublimation of water vapour into ice|desublimation process,desublimation of water vapour into ice|desublimation process,,,,,water ice|ice|water ice crystal,,,frost|hoarfrost|hoar,,ice|water ice|water ice crystal,desublimation of water vapour into ice|desublimation process,water ice|ice|water ice crystal,,,desublimation of water vapour into ice|desublimation process,,
ENVO_01001848,,granular|opaque|optical quality|quality of interaction of a substance with electromagnetic radiation|opacity,water ice crystal,,,,,desublimation of water vapour into ice|desublimation process,desublimation of water vapour into ice|desublimation process,granular|quality of interaction of a substance with electromagnetic radiation|opaque|optical quality|opacity,,,,water ice|ice|water ice crystal,granular|quality of interaction of a substance with electromagnetic radiation|opaque|optical quality|opacity,,rime|frost,,ice|water ice|water ice crystal,desublimation of water vapour into ice|desublimation process,water ice|ice|water ice crystal,,,desublimation of water vapour into ice|desublimation process,,
ENVO_01001849,,,water ice crystal,,,,,desublimation of water vapour into ice|desublimation process,desublimation of water vapour into ice|desublimation process,,,,,water ice|ice|water ice crystal,,,frost|glaze|hoar,,ice|water ice|water ice crystal,desublimation of water vapour into ice|desublimation process,water ice|ice|water ice crystal,,,desublimation of water vapour into ice|desublimation process,,
ENVO_01001850,,,water ice crystal,,,,,desublimation of water vapour into ice|desublimation process,desublimation of water vapour into ice|desublimation process,,,,,water ice|ice|water ice crystal,,,frost,,ice|water ice|water ice crystal,desublimation of water vapour into ice|desublimation process,water ice|ice|water ice crystal,,,desublimation of water vapour into ice|desublimation process,,
ENVO_01001869,,,liquid water,,,,,,anthropogenic environmental process|manufacturing process,,,,,liquid water,,,manufactured product|fracking liquid,,liquid water,manufacturing process|anthropogenic environmental process,liquid water,,,manufacturing process|anthropogenic environmental process,,
ENVO_01001876,,,water ice|ice|object aggregate|rime|frost,,,,,,snowfall|precipitation process,,,,,water ice|ice|dinitrogen|dioxygen|carbon oxide|carbon dioxide|diatomic oxygen|object aggregate|air|argon molecular entity|water ice crystal|water vapour|snow crystal|diatomic nitrogen|rime|frost,,,snow|graupel,,ice|water ice|dioxygen|carbon oxide|carbon dioxide|dinitrogen|object aggregate|air|argon molecular entity|water ice crystal|snow crystal|water vapour|diatomic nitrogen|diatomic oxygen|rime|frost,snowfall|precipitation process,water ice|ice|dinitrogen|carbon oxide|carbon dioxide|diatomic oxygen|object aggregate|air|argon molecular entity|water ice crystal|dioxygen|snow crystal|water vapour|diatomic nitrogen|rime|frost,,,snowfall|precipitation process,,
ENVO_01001882,,,water ice crystal,,,,,desublimation of water vapour into ice|desublimation process,desublimation of water vapour into ice|desublimation process,,,,,water ice|ice|water ice crystal,,,frost|surface hoar|hoar,,ice|water ice|water ice crystal,desublimation of water vapour into ice|desublimation process,water ice|ice|water ice crystal,,,desublimation of water vapour into ice|desublimation process,,
ENVO_01001883,,,ice|water ice,,,,,desublimation of water vapour into ice|desublimation process,desublimation of water vapour into ice|desublimation process,,,,,water ice|ice,,,water ice crystal|hoar crystal,,ice|water ice,desublimation of water vapour into ice|desublimation process,water ice|ice,,,desublimation of water vapour into ice|desublimation process,,
ENVO_02000004,,,,,,,,,,,,,,,,,nesting material,,,,,,,,,
ENVO_02000019,,,sweat|cerumen,,,,,,,,,,,sweat|cerumen,,,bodily fluid material,,sweat|cerumen,,sweat|cerumen,,,,,
ENVO_02000020,,,blood|haemolymphatic fluid|sweat|cerumen,,,,embryo development|embryonic cleavage,,blood circulation|oxygen transport|transport|gas transport|localization|establishment of localization,,common myeloid progenitor|proerythroblast|basophilic erythroblast|lateral plate mesoderm|blood island|epiblast (generic)|presumptive blood|presumptive mesoderm|cleaving embryo|germ layer / neural crest|embryo|mesoderm|mesenchyme|animal material|animal egg|blastula|orthochromatic erythroblast|reticulocyte|erythroblast|germ layer|animal substance,,,blood|haemolymphatic fluid|protein|complex of molecular entities|protein-containing complex|erythrocyte|sweat|blood plasma|cerumen|alpha-amino-acid residue|information biomacromolecule|amino-acid residue|fibrinogen complex|amide|protein-containing molecular entity|amino acid chain|primary amide,,,bodily fluid material|blood material,,blood|haemolymphatic fluid|protein|complex of molecular entities|erythrocyte|protein-containing complex|sweat|blood plasma|cerumen|alpha-amino-acid residue|information biomacromolecule|amino-acid residue|fibrinogen complex|amide|protein-containing molecular entity|amino acid chain|primary amide|hemolymphoid system,,blood|haemolymphatic fluid|protein|complex of molecular entities|sweat|erythrocyte|protein-containing complex|blood plasma|cerumen|alpha-amino-acid residue|information biomacromolecule|amino-acid residue|fibrinogen complex|amide|protein-containing molecular entity|amino acid chain|primary amide|hemolymphoid system,,,,embryo development|embryonic cleavage,
ENVO_02000021,,,sweat|cerumen|amniotic fluid,,,,,,,,,,,sweat|cerumen|amniotic fluid,,,bodily fluid material|amniotic fluid material,,sweat|cerumen|amniotic fluid,,sweat|cerumen|amniotic fluid,,,,,
ENVO_02000022,,waste role,sweat|excreta|cerumen,,,,,,,waste role,,,,sweat|cerumen|excreta,,waste role,waste material|bodily fluid material|excreta material,,excreta|sweat|cerumen,,sweat|excreta|cerumen,,,,,
ENVO_02000023,,,sweat|cerumen|bile,,,,,,,,,,,sweat|cerumen|lipid|organic salt|bile|salt|heteroarene|cholanoid|steroid|organic aromatic compound|tetrapyrrole|biladienes|organic acid|bilirubin IXalpha|24G7 epitope|linear tetrapyrrole|bile salt|bile acid salt|aromatic compound,,,bodily fluid material|bile material,,sweat|cerumen|lipid|aromatic compound|bile|heteroarene|cholanoid|steroid|tetrapyrrole|biladienes|organic acid|organic aromatic compound|salt|bilirubin IXalpha|24G7 epitope|linear tetrapyrrole|bile salt|bile acid salt|organic salt,,sweat|lipid|cerumen|bile|heteroarene|cholanoid|steroid|tetrapyrrole|biladienes|organic acid|organic aromatic compound|bilirubin IXalpha|24G7 epitope|linear tetrapyrrole|salt|bile salt|bile acid salt|organic salt|aromatic compound,,,,,
ENVO_02000024,,,sweat|cerumen|ocular refractive media,,,,embryo development|embryonic cleavage|gastrulation|embryonic morphogenesis,,,,unilaminar epithelium|primordium|Eukaryota|neural plate|optic vesicle|neurectoderm|epiblast (generic)|presumptive ectoderm|cleaving embryo|germ layer / neural crest|ecto-epithelium|embryo|ectoderm|animal material|Opisthokonta|animal egg|pre-chordal neural plate|blastula|epithelium|gastrula|germ layer|optic cup|presumptive neural plate|animal substance,,,sweat|cerumen|ocular refractive media,,,bodily fluid material|aqueous humour material,,sweat|cerumen|ocular refractive media|sense organ|sensory system|orbital region|subdivision of head|head|organ|non-connected functional system|anterior region of body|face|craniocervical region|visual system|main body axis|body proper,,sweat|cerumen|ocular refractive media|sense organ|sensory system|orbital region|subdivision of head|head|organ|non-connected functional system|anterior region of body|face|craniocervical region|visual system|main body axis|body proper,,,,embryo development|embryonic cleavage|gastrulation|embryonic morphogenesis,
ENVO_02000025,,waste role,sweat|excreta|cerumen,,,,,,,waste role,,,,sweat|cerumen|excreta,,waste role,waste material|bodily fluid material|excreta material|sweat material,,excreta|sweat|cerumen,,sweat|excreta|cerumen,,,,,
ENVO_02000026,,,sweat|cerumen|ingested food|chyme,,,,,,,,,,,sweat|cerumen|ingested food|chyme,,,bodily fluid material|chyme material,,sweat|cerumen|ingested food|chyme,,sweat|cerumen|ingested food|chyme,,,,,
ENVO_02000027,,,haemolymphatic fluid|sweat|blood plasma|cerumen,,,,embryo development|embryonic cleavage,,,,lateral plate mesoderm|blood island|epiblast (generic)|presumptive blood|presumptive mesoderm|cleaving embryo|germ layer / neural crest|embryo|mesoderm|mesenchyme|animal material|animal egg|blastula|germ layer|animal substance,,,haemolymphatic fluid|protein|complex of molecular entities|protein-containing complex|sweat|blood plasma|cerumen|alpha-amino-acid residue|information biomacromolecule|amino-acid residue|fibrinogen complex|amide|protein-containing molecular entity|amino acid chain|primary amide,,,bodily fluid material|blood plasma material,,blood|haemolymphatic fluid|protein|complex of molecular entities|protein-containing complex|sweat|blood plasma|cerumen|alpha-amino-acid residue|information biomacromolecule|amino-acid residue|fibrinogen complex|amide|protein-containing molecular entity|amino acid chain|primary amide|hemolymphoid system,,blood|haemolymphatic fluid|protein|complex of molecular entities|sweat|protein-containing complex|blood plasma|cerumen|alpha-amino-acid residue|information biomacromolecule|amino-acid residue|fibrinogen complex|amide|protein-containing molecular entity|amino acid chain|primary amide|hemolymphoid system,,,,embryo development|embryonic cleavage,
ENVO_02000028,,,sweat|cerumen,,,,,,,,,,,sweat|cerumen,,,bodily fluid material|ear wax material,,sweat|cerumen,,sweat|cerumen,,,,,
ENVO_02000029,,,sweat|cerumen|transudate|cerebrospinal fluid,,,,epithelium development|epithelial tube morphogenesis|epithelial tube formation|embryo development|tube formation|tube morphogenesis|embryonic cleavage|embryonic epithelial tube formation|neural tube formation|morphogenesis of an epithelium|gastrulation|embryo development ending in birth or egg hatching|morphogenesis of embryonic epithelium|neural tube development|tube development|chordate embryonic development|embryonic morphogenesis|system development,,,,blood|haemolymphatic fluid|blood plasma|circulatory system|hemolymphoid system|organ|neural tube|tube|telencephalon|neural rod|neural keel|choroid plexus of lateral ventricle|vasculature of organ|early prosencephalic vesicle|early telencephalic vesicle|anterior neural tube|Eukaryota|neural plate|lateral plate mesoderm|neurectoderm|blood island|epiblast (generic)|presumptive blood|presumptive ectoderm|presumptive mesoderm|cleaving embryo|germ layer / neural crest|ecto-epithelium|immaterial entity|embryo|ectoderm|mesoderm|choroid plexus|mesenchyme|animal material|vasculature|telencephalic ventricle|Opisthokonta|animal egg|epithelial tube|cardiovascular system|vascular system|future telencephalon|tela choroidea|vascular plexus|pre-chordal neural plate|blastula|epithelium|gastrula|germ layer|presumptive neural plate|animal substance,,,sweat|cerumen|transudate|cerebrospinal fluid,,,bodily fluid material|cerebrospinal fluid material,,sweat|cerumen|transudate|cerebrospinal fluid,,sweat|cerumen|transudate|cerebrospinal fluid,,,,epithelium development|epithelial tube morphogenesis|epithelial tube formation|embryo development|tube formation|tube morphogenesis|embryonic cleavage|embryonic epithelial tube formation|neural tube formation|morphogenesis of an epithelium|gastrulation|embryo development ending in birth or egg hatching|morphogenesis of embryonic epithelium|neural tube development|tube development|chordate embryonic development|embryonic morphogenesis|system development,
ENVO_02000030,,,sweat|cerumen|chyle,,,,,,,,interstitial fluid,,,haemolymphatic fluid|sweat|lipid|cerumen|chyle|lymph,,,bodily fluid material|chyle material,,haemolymphatic fluid|sweat|cerumen|lipid|chyle|lymph|circulatory system|immune system|hemolymphoid system|non-connected functional system|lymphatic part of lymphoid system|lymphoid system,,haemolymphatic fluid|sweat|lipid|cerumen|chyle|lymph|circulatory system|immune system|hemolymphoid system|non-connected functional system|lymphatic part of lymphoid system|lymphoid system,,,,,
ENVO_02000031,,,sweat|cerumen|mammary gland fluid/secretion|milk,,,,,,,,,,,protein|sweat|lipid|cerumen|alpha-amino-acid residue|information biomacromolecule|amino-acid residue|amide|protein-containing molecular entity|amino acid chain|primary amide|proteolytic cleavage product|mammary gland fluid/secretion|milk,,,bodily fluid material|breast milk material,,protein|sweat|cerumen|lipid|alpha-amino-acid residue|information biomacromolecule|amino-acid residue|amide|protein-containing molecular entity|amino acid chain|primary amide|proteolytic cleavage product|mammary gland fluid/secretion|milk,,protein|sweat|lipid|cerumen|alpha-amino-acid residue|information biomacromolecule|amino-acid residue|amide|protein-containing molecular entity|amino acid chain|primary amide|proteolytic cleavage product|mammary gland fluid/secretion|milk,,,,,
ENVO_02000032,,,sweat|cerumen|ocular refractive media|vitreous humor,,,,embryo development|embryonic cleavage|gastrulation|embryonic morphogenesis,,,,anterior region of body|unilaminar epithelium|primordium|head|entire embryonic mesenchyme|Eukaryota|neural plate|optic vesicle|neurectoderm|epiblast (generic)|presumptive ectoderm|craniocervical region|cleaving embryo|germ layer / neural crest|ecto-epithelium|embryo|ectoderm|mesenchyme|main body axis|body proper|animal material|Opisthokonta|animal egg|head mesenchyme|pre-chordal neural plate|blastula|epithelium|gastrula|germ layer|optic cup|presumptive neural plate|animal substance,,,sweat|cerumen|ocular refractive media|vitreous humor,,,bodily fluid material|vitreous humor material,,sweat|cerumen|ocular refractive media|vitreous humor|sense organ|sensory system|orbital region|anterior region of body|subdivision of head|head|organ|non-connected functional system|face|craniocervical region|visual system|vitreous body|main body axis|body proper,,sweat|cerumen|ocular refractive media|vitreous humor|sense organ|sensory system|orbital region|subdivision of head|head|organ|non-connected functional system|anterior region of body|face|craniocervical region|visual system|vitreous body|main body axis|body proper,,,,embryo development|embryonic cleavage|gastrulation|embryonic morphogenesis,
ENVO_02000033,,,sweat|cerumen|pleural effusion|transudate|secretion of serous membrane|pleural fluid,,,,embryo development|embryonic cleavage,,,,blood|haemolymphatic fluid|blood plasma|hemolymphoid system|lateral plate mesoderm|blood island|epiblast (generic)|presumptive blood|presumptive mesoderm|cleaving embryo|germ layer / neural crest|embryo|mesoderm|mesenchyme|animal material|animal egg|blastula|germ layer|animal substance,,,sweat|cerumen|pleural effusion|transudate|secretion of serous membrane|pleural fluid,,,bodily fluid material|pleural effusion material,,sweat|cerumen|pleural effusion|transudate|secretion of serous membrane|pleural fluid,,sweat|cerumen|pleural effusion|transudate|secretion of serous membrane|pleural fluid,,,,embryo development|embryonic cleavage,
ENVO_02000034,,,sweat|cerumen,,,,,,,,,,,sweat|cerumen,,,bodily fluid material|tear material,,sweat|cerumen,,sweat|cerumen,,,,,
ENVO_02000035,,,sweat|cerumen|oronasal secretion,,,,,,,,,,,sweat|cerumen|oronasal secretion,,,bodily fluid material|oronasal secretion material,,sweat|cerumen|oronasal secretion,,sweat|cerumen|oronasal secretion,,,,,
ENVO_02000036,,,sweat|cerumen|saliva,,,,,,,,,,,sweat|cerumen|saliva,,,bodily fluid material|saliva material,,sweat|cerumen|saliva,,sweat|cerumen|saliva,,,,,
ENVO_02000037,,,sweat|cerumen|sebum,,,,,,,,,,,sweat|lipid|cerumen|squalene|triterpene|sebum|isoprenoid|terpene,,,bodily fluid material|sebum material,,sweat|cerumen|lipid|squalene|triterpene|sebum|isoprenoid|terpene,,sweat|lipid|cerumen|squalene|triterpene|sebum|isoprenoid|terpene,,,,,
ENVO_02000038,,,sweat|cerumen|pus,,,,,,,,,,,sweat|cerumen|pus,,,bodily fluid material|pus material,,sweat|cerumen|pus,,sweat|cerumen|pus,,,,,
ENVO_02000039,,,sweat|cerumen|synovial fluid|transudate|secretion of serous gland,,,,embryo development|embryonic cleavage,,,,blood|haemolymphatic fluid|blood plasma|hemolymphoid system|lateral plate mesoderm|blood island|epiblast (generic)|presumptive blood|presumptive mesoderm|cleaving embryo|germ layer / neural crest|embryo|mesoderm|mesenchyme|animal material|animal egg|blastula|germ layer|animal substance,,,sweat|carbohydrates and carbohydrate derivatives|glycan|cerumen|synovial fluid|transudate|secretion of serous gland|carbohydrate derivative|hyaluronic acid|glycosaminoglycan|aminoglycan,,,bodily fluid material|synovial fluid material,,sweat|cerumen|glycan|carbohydrates and carbohydrate derivatives|transudate|secretion of serous gland|synovial fluid|carbohydrate derivative|hyaluronic acid|glycosaminoglycan|aminoglycan,,sweat|cerumen|carbohydrates and carbohydrate derivatives|glycan|synovial fluid|transudate|secretion of serous gland|carbohydrate derivative|hyaluronic acid|glycosaminoglycan|aminoglycan,,,,embryo development|embryonic cleavage,
ENVO_02000040,,,sweat|cerumen|mucus,,,,,,,,,,,sweat|carbohydrates and carbohydrate derivatives|glycan|cerumen|mucus|carbohydrate derivative|glycosaminoglycan|aminoglycan,,,bodily fluid material|mucus material,,sweat|cerumen|glycan|carbohydrates and carbohydrate derivatives|carbohydrate derivative|mucus|glycosaminoglycan|aminoglycan,,sweat|cerumen|carbohydrates and carbohydrate derivatives|glycan|carbohydrate derivative|mucus|glycosaminoglycan|aminoglycan,,,,,
ENVO_02000041,,,haemolymphatic fluid|sweat|cerumen|lymph,,,,,,,,interstitial fluid,,,haemolymphatic fluid|sweat|cerumen|lymph,,,bodily fluid material|lymph material,,haemolymphatic fluid|sweat|cerumen|lymph|circulatory system|immune system|hemolymphoid system|non-connected functional system|lymphatic part of lymphoid system|lymphoid system,,haemolymphatic fluid|sweat|cerumen|lymph|circulatory system|immune system|hemolymphoid system|non-connected functional system|lymphatic part of lymphoid system|lymphoid system,,,,,
ENVO_02000042,,,sweat|cerumen|interstitial fluid,,,,,,,,,,,sweat|cerumen|interstitial fluid,,,bodily fluid material|interstitial fluid material,,sweat|cerumen|interstitial fluid,,sweat|cerumen|interstitial fluid,,,,,
ENVO_02000044,,porous|granular|porosity,,,,,,,,porous|porosity|granular,,,,,porous|porosity|granular,,sediment|siliceous ooze|biogenous sediment,,,,,,,,,
ENVO_02000045,,porous|granular|porosity,,,,,,,,porous|porosity|granular,,,,,porous|porosity|granular,,sediment|red clay|biogenous sediment,,,,,,,,,
ENVO_02000046,,porous|granular|porosity,,,,,,,,porous|porosity|granular,,,,,porous|porosity|granular,,sediment|calcareous ooze|biogenous sediment,,,,,,,,,
ENVO_02000053,,,,,,,,,anthropogenic environmental process,,,,,,,,hide,,,anthropogenic environmental process,,,,anthropogenic environmental process,,
ENVO_02000059,,porous|porosity,,,,,,,,porous|porosity,,,,clay|sand|silt,porous|porosity,,soil|surface soil,,pedosphere|clay|sand|silt,,pedosphere|clay|sand|silt,pedosphere,,,,
ENVO_02000084,,,,,,,,,,,,,,,,,goat manure|animal manure|manure,,,,,,,,,
ENVO_02000090,,,,,,,,,aerosol formation process|thermolysis|combustion process,,,,,,,,ash,,,aerosol formation process|combustion process|thermolysis,,,,aerosol formation process|thermolysis|combustion process,,
ENVO_02000091,,fossil fuel|fuel|combustibility|hard|increased combustibility,,,,,,,,fuel|fossil fuel|hard|combustibility|increased combustibility,,,,,hard|combustibility|increased combustibility,fuel|fossil fuel,rock|sedimentary rock|coal,,,,,,,,,
ENVO_02000094,,hard,,,,,,,,hard,,,,,hard,,rock|ore,,,,,,,,,
ENVO_02000095,,hard,,,,,,,,hard,,,,uranium molecular entity,hard,,rock|ore|uranium ore,,uranium molecular entity,,uranium molecular entity,,,,,
ENVO_02000096,,hard,,,,,,,,hard,,,,iron molecular entity,hard,,rock|ore|iron ore,,iron molecular entity,,iron molecular entity,,,,,
ENVO_02000097,,hard,,,,,,,,hard,,,,gold molecular entity,hard,,rock|ore|gold ore,,gold molecular entity,,gold molecular entity,,,,,
ENVO_02000098,,hard,,,,,,,,hard,,,,platinum|platinum molecular entity,hard,,rock|ore|platinum ore,,platinum|platinum molecular entity,,platinum|platinum molecular entity,,,,,
ENVO_02000099,,dry|granular,,,rock|sedimentary rock|coal,,,,,dry|granular,,,,,dry|granular,,dust|coal dust,,,,,,,,,
ENVO_02000100,,dry|granular,,,,,,,,dry|granular,,,,,dry|granular,,dust,,,,,,,,,
ENVO_02000101,,dry|granular,,,,,,,,dry|granular,,,,,dry|granular,,dust|fibrous dust,,,,,,,,,
ENVO_02000102,,dry|granular,,,,,,,,dry|granular,,,,,dry|granular,,dust|fibrous glass dust|fibrous dust,,,,,,,,,
ENVO_02000103,,dry|granular,metallic material,,metallic material,,,,,dry|granular,,,,metallic material,dry|granular,,dust|metallic dust,,metallic material,,metallic material,,,,,
ENVO_02000104,,dry|granular,,,masonry cement,,,,,dry|granular,,,,,dry|granular,,dust|cement dust,,,,,,,,,
ENVO_02000105,,dry|granular,,,clay,,,,,dry|granular,,,,,dry|granular,,dust|clay dust,,,,,,,,,
ENVO_02000106,,dry|granular,,,asbestos,,,,,dry|granular,,,,,dry|granular,,dust|asbestos dust|fibrous dust,,,,,,,,,
ENVO_02000107,,dry|granular,,,,,,,,dry|granular,,,,,dry|granular,,dust|grain dust|dust from plant parts,,,,,,,,,
ENVO_02000108,,dry|granular,,,,,,,,dry|granular,,,,,dry|granular,,dust|cotton dust|dust from plant parts,,,,,,,,,
ENVO_02000109,,dry|granular,,,,,,,,dry|granular,,,,,dry|granular,,dust|dust from plant parts,,,,,,,,,
ENVO_02000111,,hard,,,,,,,,hard,,,,metal allergen|copper molecular entity,hard,,rock|ore|copper ore,,metal allergen|copper molecular entity,,metal allergen|copper molecular entity,,,,,
ENVO_02000112,,,,,,,,,,,,,,,,,fume,,,,,,,,,
ENVO_02000113,,,,,,,,,,,,,,,,,welding fume|fume,,,,,,,,,
ENVO_02000114,,,,,wax|paraffin wax,,,,,,,,,,,,fume|paraffin wax fume,,,,,,,,,
ENVO_02000115,,,,,,,,,,,,,,vanadium molecular entity,,,fume|vanadium fume,,vanadium molecular entity,,vanadium molecular entity,,,,,
ENVO_02000116,,,,,,,,,,,,,,,,,aluminum welding fume|welding fume|fume,,,,,,,,,
ENVO_02000117,,,,,,,,,,,,,,,,,wax|natural wax,,,,,,,,,
ENVO_02000118,,,,,,,,,,,,,,,,,wax|paraffin wax,,,,,,,,,
ENVO_02000119,,hard,,,,,,,,hard,,,,,hard,,rock|sedimentary rock|shale|oil shale|clastic sedimentary rock,,,,,,,,,
ENVO_02000120,,,,,,,,,,,,,,salt|halogen|zinc molecular entity|chlorine molecular entity|chlorine atom|chloride|zinc dichloride,,,fume|zinc chloride fume,,salt|halogen|zinc molecular entity|chlorine molecular entity|chloride|chlorine atom|zinc dichloride,,zinc molecular entity|salt|chlorine molecular entity|chloride|chlorine atom|halogen|zinc dichloride,,,,,
ENVO_02000123,,,,,,,,,anthropogenic environmental process,,,,,,,,paint,,,anthropogenic environmental process,,,,anthropogenic environmental process,,
ENVO_02000124,,,,,,,,,anthropogenic environmental process,,,,,lead molecular entity,,,paint|lead paint,,lead molecular entity,anthropogenic environmental process,lead molecular entity,,,anthropogenic environmental process,,
ENVO_02000126,,,,,wood,,,,aerosol formation process|thermolysis|combustion process,,,,,,,,ash|wood ash,,,aerosol formation process|combustion process|thermolysis,,,,aerosol formation process|thermolysis|combustion process,,
ENVO_02000127,,,,,rock|sedimentary rock|coal,,,,aerosol formation process|thermolysis|combustion process,,,,,,,,ash|coal ash,,,aerosol formation process|combustion process|thermolysis,,,,aerosol formation process|thermolysis|combustion process,,
ENVO_02000128,,,,,rock|sedimentary rock|coal,,,,aerosol formation process|thermolysis|combustion process,,,,,,,,ash|coal ash|fly ash,,,aerosol formation process|combustion process|thermolysis,,,,aerosol formation process|thermolysis|combustion process,,
ENVO_02000129,,,,,rock|sedimentary rock|coal,,,,aerosol formation process|combustion process|thermolysis,,,,,,,,ash|coal ash|bottom ash,,,aerosol formation process|combustion process|thermolysis,,,,aerosol formation process|thermolysis|combustion process,,
ENVO_02000130,,,,,rock|sedimentary rock|coal,,,,aerosol formation process|combustion process|thermolysis,,,,,,,,ash|boiler slag|coal ash,,,aerosol formation process|combustion process|thermolysis,,,,aerosol formation process|thermolysis|combustion process,,
ENVO_02000131,,,,,rock|sedimentary rock|coal,,,,aerosol formation process|combustion process|thermolysis,,,,,,,,ash|coal ash,,,aerosol formation process|combustion process|thermolysis,,,,aerosol formation process|thermolysis|combustion process,,
ENVO_02000138,,porous|porosity,,,,,,,,porous|porosity,,,,clay|sand|silt,porous|porosity,,soil|mangrove biome soil,terrestrial biome|terrestrial ecosystem|mangrove biome,pedosphere|clay|sand|silt,,pedosphere|clay|sand|silt,pedosphere,,,,
ENVO_03000000,,granular,ice|water ice|object aggregate,,snow|powdery snow,,,,snowfall|precipitation process,granular,,,,water ice|ice|dinitrogen|dioxygen|carbon oxide|carbon dioxide|diatomic oxygen|object aggregate|air|argon molecular entity|water ice crystal|water vapour|snow crystal|diatomic nitrogen,granular,,snow|neve,,ice|water ice|dioxygen|carbon oxide|carbon dioxide|dinitrogen|object aggregate|air|argon molecular entity|water ice crystal|snow crystal|water vapour|diatomic nitrogen|diatomic oxygen,snowfall|precipitation process,water ice|ice|dinitrogen|dioxygen|carbon oxide|carbon dioxide|diatomic oxygen|object aggregate|air|argon molecular entity|water ice crystal|snow crystal|water vapour|diatomic nitrogen,,,snowfall|precipitation process,,
ENVO_03000002,,granular,ice|water ice|object aggregate,,snow,,,,snowfall|precipitation process,granular,,,,water ice|ice|dinitrogen|dioxygen|carbon oxide|carbon dioxide|diatomic oxygen|object aggregate|air|argon molecular entity|water ice crystal|water vapour|snow crystal|diatomic nitrogen,granular,,snow|firn,,ice|water ice|dioxygen|carbon oxide|carbon dioxide|dinitrogen|object aggregate|air|argon molecular entity|water ice crystal|snow crystal|water vapour|diatomic nitrogen|diatomic oxygen,snowfall|precipitation process,water ice|ice|dinitrogen|dioxygen|carbon oxide|carbon dioxide|diatomic oxygen|object aggregate|air|argon molecular entity|water ice crystal|snow crystal|water vapour|diatomic nitrogen,,,snowfall|precipitation process,,
ENVO_03000004,,,,,,,,,,,,,,,,,water ice|ice|glacial ice,,glacier,,glacier,glacier,,,,
ENVO_03000005,,,,,,,,,glacial process|erosion|glacial erosion process|planetary erosion,,,,,,,,water ice|ice|glacial ice|erosionally enriched glacial ice|erosionally enriched ice,,glacier,glacial process|erosion|glacial erosion process|planetary erosion,glacier,glacier,,glacial process|erosion|glacial erosion process|planetary erosion,,
ENVO_03000007,,blue|optical quality|quality of interaction of a substance with electromagnetic radiation|color,,,,,,,,blue|optical quality|quality of interaction of a substance with electromagnetic radiation|color,,,,,quality of interaction of a substance with electromagnetic radiation|blue|optical quality|color,,water ice|ice|blue ice,,,,,,,,,
ENVO_03000021,,granular,,,,,,,,granular,,,,,granular,,soot,,,,,,,,,
ENVO_03000025,,,,,,,,,,,,,,,,,water ice|ice|erosionally enriched ice,,,,,,,,,
ENVO_03000027,,,ice|water ice|object aggregate,,,,,,snowfall|precipitation process,,,,,water ice|ice|dinitrogen|dioxygen|carbon oxide|carbon dioxide|diatomic oxygen|object aggregate|air|argon molecular entity|water ice crystal|water vapour|snow crystal|diatomic nitrogen,,,snow|powdery snow,,ice|water ice|dioxygen|carbon oxide|carbon dioxide|dinitrogen|object aggregate|air|argon molecular entity|water ice crystal|snow crystal|water vapour|diatomic nitrogen|diatomic oxygen,snowfall|precipitation process,water ice|ice|dinitrogen|dioxygen|carbon oxide|carbon dioxide|diatomic oxygen|object aggregate|air|argon molecular entity|water ice crystal|snow crystal|water vapour|diatomic nitrogen,,,snowfall|precipitation process,,
ENVO_03000033,marine water body,porous|granular|porosity,,,,,,,sedimentation in a water body|material accumulation process,porous|porosity|granular,,,,,porous|porosity|granular,,sediment|marine sediment,,marine water body,sedimentation in a water body|material accumulation process,,,,sedimentation in a water body|material accumulation process,,
ENVO_03000034,marine water body|landform|continental shelf|slope,porous|granular|porosity,,,,,,,sedimentation in a water body|material accumulation process,porous|porosity|granular,,,,,porous|porosity|granular,,sediment|shallow marine sediment|marine sediment,,marine water body|landform|continental shelf|slope,sedimentation in a water body|material accumulation process,,,,sedimentation in a water body|material accumulation process,,
ENVO_03000038,,granular,,,,,,,aeolian transport process,granular,,,,soot|rock|dust,granular,,cryoconite deposit,,rock|soot|dust,aeolian transport process,soot|rock|dust,,,aeolian transport process,,
ENVO_03000046,,occurrence|decreased quality|decreased size|continuous|temporal distribution quality|laminar,ice|water ice|new ice|frazil,,,,,,new ice formation process|water ice formation process,occurrence|decreased quality|decreased size|continuous|temporal distribution quality|laminar,,,,water ice|ice|frazil|new ice,occurrence|decreased quality|decreased size|continuous|temporal distribution quality|laminar,,water ice|ice|frazil ice|new ice,,ice|water ice|new ice|frazil,new ice formation process|water ice formation process,water ice|ice|new ice|frazil,,liquid water,new ice formation process|water ice formation process,,
ENVO_03000063,,,,,,,,,new ice formation process|water ice formation process,,,,,,,,water ice|ice|new ice,,,new ice formation process|water ice formation process,,,,new ice formation process|water ice formation process,,
