class,labels,alternative_terms,comments,definitions,editor_notes,has_broad_synonyms,has_exact_synonyms,has_narrow_synonyms,has_related_synonyms,hasSynonyms,in_subsets,superclasses,adjacent to,bearer of,composed primarily of,contained in,derives from,derives into,existence starts during or after,formed as result of,functionally related to,has characteristic,has developmental contribution from,has function,has increased levels of,has part,has quality,has role,http://www.w3.org/2000/01/rdf-schema#subClassOf,located in,mereotopologically related to,output of,overlaps,part of,partially surrounded by,participates in,relation between physical entity and a process or stage,surrounded by
ENVO_01001848,rime,,"Rime is denser and harder than hoarfrost, but lighter, softer, and less transparent than glaze. Rime is composed essentially of discrete ice granules and has densities as low as 0.2-0.3 g cm-3. Glaze is generally continuous but with some air pockets and has much higher densities. Factors that favor rime formation are small drop size, slow accretion, a high degree of supercooling, and rapid dissipation of latent heat of fusion. The opposite effects favor glaze formation. Both rime and glaze occur when supercooled water drops strike an object at a temperature below freezing. Such formation on terrestrial objects constitutes an ice storm; on aircraft, it is called aircraft icing (where rime is known as rime ice). Either rime or glaze may form on snow crystals, droxtals, or other ice particles in the atmosphere. When such a deposit is wholly or chiefly of rime, snow pellets result; when most or all of the deposit is glaze, ordinary hail or ice pellets result. The alternating clear and opaque layers of some hailstones represent glaze and rime, deposited under varying conditions around the growing hailstone.","Water ice which 1) has a white or milky and opaque appearance, 2) has a granular texture, and 3) is formed as a result of the deposition and rapid freezing of supercooled water drops as they make contact with an exposed object.","The previously use definition was: Frost which is 1) composed primarily of granular ice tufts, 2) formed on the windward sides of exposed objects through contact with supercooled fog or cloud, and 3) built out directly against the wind.",,,,,,envoPolar; envoCryo,ENVO_01001850,,granular|opaque|optical quality|quality of interaction of a substance with electromagnetic radiation|opacity,water ice crystal,,,,,desublimation of water vapour into ice|desublimation process,desublimation of water vapour into ice|desublimation process,granular|quality of interaction of a substance with electromagnetic radiation|opaque|optical quality|opacity,,,,water ice|ice|water ice crystal,granular|quality of interaction of a substance with electromagnetic radiation|opaque|optical quality|opacity,,rime|frost,,ice|water ice|water ice crystal,desublimation of water vapour into ice|desublimation process,water ice|ice|water ice crystal,,,desublimation of water vapour into ice|desublimation process,,
ENVO_01001849,glaze,,,,,,,,,,,ENVO_01001845,,,water ice crystal,,,,,desublimation of water vapour into ice|desublimation process,desublimation of water vapour into ice|desublimation process,,,,,water ice|ice|water ice crystal,,,frost|glaze|hoar,,ice|water ice|water ice crystal,desublimation of water vapour into ice|desublimation process,water ice|ice|water ice crystal,,,desublimation of water vapour into ice|desublimation process,,
ENVO_01001850,frost,,"In British usage, a day on which the minimum temperature at the level of the ground or on the tops of low, close-growing vegetation falls to -0.9C (30.4F) or below (also called a ""day with ground frost"").  In more general usage, ""frost"" can refer to the condition that exists when the temperature of the Earth's surface and Earthbound objects fall below the melting point of water (0 degrees Celsius or 32 degrees Fahrenheit). Depending upon the actual values of ambient-air temperature, dewpoint, and the temperature attained by surface objects, frost may occur in a variety of forms. These include a general freeze, hoarfrost (or white frost), and dry freeze (or black frost). If a frost period is sufficiently severe to end the growing season (or delay its beginning), it is commonly referred to as a killing frost.",An environmental material which is primarily composed of minute ice crystals forming a fuzzy layer over a cold surface by direct deposition of water vapor.,,,,,,,,ENVO_01000814,,,water ice crystal,,,,,desublimation of water vapour into ice|desublimation process,desublimation of water vapour into ice|desublimation process,,,,,water ice|ice|water ice crystal,,,frost,,ice|water ice|water ice crystal,desublimation of water vapour into ice|desublimation process,water ice|ice|water ice crystal,,,desublimation of water vapour into ice|desublimation process,,
ENVO_01001869,fracking liquid,,,A liquid environmental material which is composed primarily of water ammended with thickening agents and proppants.,,,,fracking water,,,,ENVO_0010001; ENVO_01000815; ENVO_00003074,,,liquid water,,,,,,anthropogenic environmental process|manufacturing process,,,,,liquid water,,,manufactured product|fracking liquid,,liquid water,manufacturing process|anthropogenic environmental process,liquid water,,,manufacturing process|anthropogenic environmental process,,
ENVO_01001876,graupel,,"Often indistinguishable from very small soft hail except for the size convention that hail must have a diameter greater than 5 mm. Sometimes distinguished by shape into conical, hexagonal, and lump (irregular) graupel.",Snow which is composed of heavily rimed particles typically 2 to 5 millimeters in diameter (0.1 to 0.2 inch).,"Subclass by shape into conical, hexagonal, and lump (irregular) graupel. Mark Parsons notes that the formational processes may be a source of useful differentia to distinguish graupel from other snow types.",,,,snow pellets,,,ENVO_01000406,,,water ice|ice|object aggregate|rime|frost,,,,,,snowfall|precipitation process,,,,,water ice|ice|dinitrogen|dioxygen|carbon oxide|carbon dioxide|diatomic oxygen|object aggregate|air|argon molecular entity|water ice crystal|water vapour|snow crystal|diatomic nitrogen|rime|frost,,,snow|graupel,,ice|water ice|dioxygen|carbon oxide|carbon dioxide|dinitrogen|object aggregate|air|argon molecular entity|water ice crystal|snow crystal|water vapour|diatomic nitrogen|diatomic oxygen|rime|frost,snowfall|precipitation process,water ice|ice|dinitrogen|carbon oxide|carbon dioxide|diatomic oxygen|object aggregate|air|argon molecular entity|water ice crystal|dioxygen|snow crystal|water vapour|diatomic nitrogen|rime|frost,,,snowfall|precipitation process,,
ENVO_01001882,surface hoar,,"When buried by snowfall, surface hoar may be considered depth hoar. The crystals formed by surface hoar are usually leaf-, fern- or plate-shaped and facetted. Two types of surface hoar are the fernlike ice crystals deposited directly on a snow surface and the hoarfrost that has grown primarily in two dimensions, as on a window or other smooth surface.","Hoar which a) forms on surfaces, b) occurs when the temperature of the surface is colder than the air above and colder than the frost point of that air.",,,,,,,,ENVO_01001845,,,water ice crystal,,,,,desublimation of water vapour into ice|desublimation process,desublimation of water vapour into ice|desublimation process,,,,,water ice|ice|water ice crystal,,,frost|surface hoar|hoar,,ice|water ice|water ice crystal,desublimation of water vapour into ice|desublimation process,water ice|ice|water ice crystal,,,desublimation of water vapour into ice|desublimation process,,
ENVO_01001883,hoar crystal,,,A water ice crystal which is a part of a deposit of hoarfrost and which only grows by desublimation.,,white frost crystal,hoar frost crystal,,,,,ENVO_01000846,,,ice|water ice,,,,,desublimation of water vapour into ice|desublimation process,desublimation of water vapour into ice|desublimation process,,,,,water ice|ice,,,water ice crystal|hoar crystal,,ice|water ice,desublimation of water vapour into ice|desublimation process,water ice|ice,,,desublimation of water vapour into ice|desublimation process,,
ENVO_02000004,nesting material,,,"Nesting material is an animal habitation consisting of matierals used to cushion, insulate and protect the young of the organism. The adult will use the material to form a protective structure to house and raise their young. Nests are built primarily by birds, but also by mammals, fish, insects and reptiles.",,,,,,,,ENVO_00010483,,,,,,,,,,,,,,,,,nesting material,,,,,,,,,
ENVO_02000008,cell culture,,,A cell culture is a growth of cells in vitro in an artificial medium for experimental research.,,,,,,,,ENVO_01000155,,,,,,,,,,,,,,,,,,,,,,,,,,
ENVO_02000019,bodily fluid material,,"ENVO bodily fluid classes differ from UBERON's treatment of bodily fluids. UBERON refers to the substance itself (""S""). We assert that UBERON's classes are the primary compositional component of the terms in ENVO (""S material""). Use of the ENVO terms is typically recommended when you wish to indicate that there may be other materials intermixed with S.","An organic material which is primarily composed of some natural bodily fluid or secretion such as blood, semen, saliva, blood plasma, intracellular and interstitial fluids.",,,,,,,,ENVO_01000155,,,sweat|cerumen,,,,,,,,,,,sweat|cerumen,,,bodily fluid material,,sweat|cerumen,,sweat|cerumen,,,,,
ENVO_02000020,blood material,,"ENVO bodily fluid classes differ from UBERON's treatment of bodily fluids. UBERON refers to the substance itself (""S""). We assert that UBERON's classes are the primary compositional component of the terms in ENVO (""S material""). Use of the ENVO terms is typically recommended when you wish to indicate that there may be other materials intermixed with S.","A bodily fluid material which is composed primarily of blood, a bodily fluid composed of blood plasma and blood cells suspended within the plasma that circulates around the organism's body. Blood performs may important functions including the supplying of oxygen and nutrients, removal of waste, circulation of white blood cells, detection of antibodes, coagulation, transportation of antibodies and the regulation of pH and body temperature.",,,,,,,,CARO_0000000; ENVO_02000019,,,blood|haemolymphatic fluid|sweat|cerumen,,,,embryo development|embryonic cleavage,,blood circulation|oxygen transport|transport|gas transport|localization|establishment of localization,,common myeloid progenitor|proerythroblast|basophilic erythroblast|lateral plate mesoderm|blood island|epiblast (generic)|presumptive blood|presumptive mesoderm|cleaving embryo|germ layer / neural crest|embryo|mesoderm|mesenchyme|animal material|animal egg|blastula|orthochromatic erythroblast|reticulocyte|erythroblast|germ layer|animal substance,,,blood|haemolymphatic fluid|protein|complex of molecular entities|protein-containing complex|erythrocyte|sweat|blood plasma|cerumen|alpha-amino-acid residue|information biomacromolecule|amino-acid residue|fibrinogen complex|amide|protein-containing molecular entity|amino acid chain|primary amide,,,bodily fluid material|blood material,,blood|haemolymphatic fluid|protein|complex of molecular entities|erythrocyte|protein-containing complex|sweat|blood plasma|cerumen|alpha-amino-acid residue|information biomacromolecule|amino-acid residue|fibrinogen complex|amide|protein-containing molecular entity|amino acid chain|primary amide|hemolymphoid system,,blood|haemolymphatic fluid|protein|complex of molecular entities|sweat|erythrocyte|protein-containing complex|blood plasma|cerumen|alpha-amino-acid residue|information biomacromolecule|amino-acid residue|fibrinogen complex|amide|protein-containing molecular entity|amino acid chain|primary amide|hemolymphoid system,,,,embryo development|embryonic cleavage,
ENVO_02000021,amniotic fluid material,,"ENVO bodily fluid classes differ from UBERON's treatment of bodily fluids. UBERON refers to the substance itself (""S""). We assert that UBERON's classes are the primary compositional component of the terms in ENVO (""S material""). Use of the ENVO terms is typically recommended when you wish to indicate that there may be other materials intermixed with S.","A bodily fluid material which is composed primarily of amniotic fluid, a bodily fluid consisting of watery liquid surrounding and cushioning a growing fetus within the amnion. It allows the fetus to move freely without the walls of the uterus being too tight against its body. Buoyancy is also provided.",,,,,,,,ENVO_02000019,,,sweat|cerumen|amniotic fluid,,,,,,,,,,,sweat|cerumen|amniotic fluid,,,bodily fluid material|amniotic fluid material,,sweat|cerumen|amniotic fluid,,sweat|cerumen|amniotic fluid,,,,,
ENVO_02000022,excreta material,,"ENVO bodily fluid classes differ from UBERON's treatment of bodily fluids. UBERON refers to the substance itself (""S""). We assert that UBERON's classes are the primary compositional component of the terms in ENVO (""S material""). Use of the ENVO terms is typically recommended when you wish to indicate that there may be other materials intermixed with S.","A bodily fluid material which is composed primarily of excreta, bodily fluids consisting of matter which contains the waste products of biological processes, including urine or feces, discharged from an organism's body.",,,,,,,,ENVO_02000019; ENVO_00002264,,waste role,sweat|excreta|cerumen,,,,,,,waste role,,,,sweat|cerumen|excreta,,waste role,waste material|bodily fluid material|excreta material,,excreta|sweat|cerumen,,sweat|excreta|cerumen,,,,,
ENVO_02000023,bile material,,"ENVO bodily fluid classes differ from UBERON's treatment of bodily fluids. UBERON refers to the substance itself (""S""). We assert that UBERON's classes are the primary compositional component of the terms in ENVO (""S material""). Use of the ENVO terms is typically recommended when you wish to indicate that there may be other materials intermixed with S.","A bodily fluid material which is composed primarily of bile, a bodily fluid consisting of a bitter, yellow or green alkaline fluid secreted by hepatocytes from the liver of most vertebrates. In many species, bile is stored in the gallbladder between meals and upon eating is discharged into the duodenum where the bile aids the process of digestion of lipids.",,,,,gall,,,ENVO_02000019,,,sweat|cerumen|bile,,,,,,,,,,,sweat|cerumen|lipid|organic salt|bile|salt|heteroarene|cholanoid|steroid|organic aromatic compound|tetrapyrrole|biladienes|organic acid|bilirubin IXalpha|24G7 epitope|linear tetrapyrrole|bile salt|bile acid salt|aromatic compound,,,bodily fluid material|bile material,,sweat|cerumen|lipid|aromatic compound|bile|heteroarene|cholanoid|steroid|tetrapyrrole|biladienes|organic acid|organic aromatic compound|salt|bilirubin IXalpha|24G7 epitope|linear tetrapyrrole|bile salt|bile acid salt|organic salt,,sweat|lipid|cerumen|bile|heteroarene|cholanoid|steroid|tetrapyrrole|biladienes|organic acid|organic aromatic compound|bilirubin IXalpha|24G7 epitope|linear tetrapyrrole|salt|bile salt|bile acid salt|organic salt|aromatic compound,,,,,
